"","time_id","seconds_in_bucket","bid_price1","ask_price1","bid_price2","ask_price2","bid_size1","ask_size1","bid_size2","ask_size2","stock_id"
"342",5,463,1.0019488,1.0025642,1.0018804,1.0026326,100,101,201,3,100
"343",5,464,1.0018804,1.0025642,1.001812,1.0026326,201,102,21,3,100
"344",5,465,1.001812,1.0025642,1.0017437,1.0026326,21,202,18,3,100
"345",5,466,1.001812,1.0024958,1.0017437,1.0025642,21,6,18,201,100
"346",5,467,1.001812,1.0024958,1.0017437,1.0025642,21,7,18,301,100
"347",5,468,1.0020856,1.0027009,1.0019488,1.0027694,1,2,200,1,100
"348",5,469,1.0021539,1.0027009,1.0020856,1.0027694,201,2,100,1,100
"349",5,470,1.0021539,1.0027009,1.0020856,1.0027694,1,2,200,1,100
"350",5,471,1.0021539,1.0027009,1.0020856,1.0027694,222,4,200,1,100
"351",5,472,1.0021539,1.0027009,1.0020856,1.0027694,222,4,102,1,100
"352",5,473,1.0022223,1.0027009,1.0021539,1.0027694,201,4,305,1,100
"353",5,474,1.0022223,1.0027009,1.0021539,1.0027694,1,4,205,1,100
"354",5,475,1.0021539,1.0027009,1.0020856,1.0027694,5,4,101,1,100
"355",5,476,1.0021539,1.0027009,1.0020856,1.0027694,5,104,201,1,100
"356",5,477,1.0020856,1.0027009,1.001812,1.0027694,204,104,21,1,100
"357",5,478,1.0020856,1.0027009,1.0019488,1.0027694,109,105,1,19,100
"358",5,479,1.0020856,1.0027009,1.0019488,1.0027694,109,205,1,19,100
"359",5,480,1.0020856,1.0027009,1.0019488,1.0027694,110,205,1,19,100
"360",5,481,1.0020856,1.0027009,1.0019488,1.0027694,111,205,1,19,100
"361",5,483,1.0020171,1.0027009,1.0019488,1.0027694,1,205,1,19,100
"362",5,484,1.0024275,1.0033164,1.0021539,1.0033847,1,301,400,43,100
"363",5,485,1.0022907,1.003248,1.0022223,1.0033164,201,100,110,101,100
"364",5,486,1.002359,1.003248,1.0022223,1.0033164,1,3,110,101,100
"365",5,487,1.0024275,1.003248,1.002359,1.0033164,201,9,7,201,100
"366",5,488,1.0024275,1.003248,1.002359,1.0033164,201,10,2,201,100
"367",5,489,1.002359,1.003248,1.0022223,1.0033164,3,110,110,101,100
"368",5,490,1.0024275,1.003248,1.002359,1.0033164,201,10,7,201,100
"369",5,491,1.0024958,1.003248,1.0024275,1.0033164,100,110,210,100,100
"370",5,492,1.0024958,1.003248,1.0024275,1.0033164,100,110,210,100,100
"371",5,493,1.0025642,1.003248,1.0024958,1.0033164,101,110,200,100,100
"372",5,495,1.0024958,1.003248,1.0024275,1.0033164,200,110,210,100,100
"373",5,496,1.0024958,1.0031796,1.0024275,1.003248,200,100,210,10,100
"374",5,497,1.0024958,1.0031796,1.0020856,1.003248,212,102,200,9,100
"375",5,498,1.0024958,1.0031796,1.0021539,1.003248,112,105,1,7,100
"376",5,499,1.0024958,1.0031112,1.0021539,1.0031796,112,100,1,105,100
"377",5,500,1.0024958,1.0031112,1.0021539,1.0031796,112,100,1,105,100
"378",5,501,1.0024958,1.0031112,1.0021539,1.0031796,113,100,1,105,100
"379",5,502,1.0024958,1.0031112,1.0024275,1.0031796,113,200,200,105,100
"380",5,504,1.0024958,1.0030428,1.0024275,1.0031112,113,100,200,100,100
"381",5,508,1.0024958,1.0030428,1.0024275,1.0031112,113,201,200,100,100
"382",5,513,1.0025642,1.0030428,1.0024958,1.0031796,201,1,112,200,100
"383",5,514,1.0029745,1.003248,1.0027009,1.0033164,20,1,6,200,100
"384",5,515,1.0029745,1.003248,1.0027009,1.0033164,20,1,6,100,100
"385",5,516,1.0029745,1.003248,1.0027009,1.0033164,20,1,6,200,100
"386",5,518,1.0029745,1.003248,1.0027009,1.0033164,20,1,6,300,100
"387",5,519,1.0027009,1.0031796,1.0025642,1.003248,5,100,111,3,100
"388",5,520,1.0025642,1.003248,1.0024958,1.0033164,1,208,310,100,100
"389",5,521,1.0025642,1.003248,1.0024958,1.0033164,1,208,310,100,100
"390",5,522,1.0025642,1.0031796,1.0024958,1.003248,1,5,310,203,100
"391",5,524,1.0025642,1.003248,1.0024958,1.0033164,1,203,310,100,100
"392",5,525,1.0025642,1.003248,1.0024958,1.0033164,1,103,336,100,100
"393",5,527,1.0025642,1.0031796,1.0024958,1.003248,1,6,336,103,100
"394",5,528,1.0025642,1.003248,1.0024958,1.0033164,1,3,310,200,100
"395",5,531,1.0025642,1.0031796,1.0024958,1.003248,2,8,310,103,100
"396",5,532,1.0025642,1.0031796,1.0024958,1.003248,2,308,410,3,100
"397",5,533,1.0025642,1.0031796,1.0024958,1.003248,2,308,437,4,100
"398",5,534,1.0025642,1.0031796,1.0024958,1.003248,2,308,440,4,100
"399",5,536,1.0025642,1.0031796,1.0024958,1.003248,2,308,458,4,100
"400",5,537,1.0025642,1.0031796,1.0024958,1.003248,2,309,458,4,100
"401",5,545,1.0020856,1.0026326,1.0020171,1.0028377,1,8,100,6,100
"402",5,546,1.0020856,1.002359,1.0020171,1.0026326,1,5,100,111,100
"403",5,548,1.0020171,1.002359,1.001812,1.0026326,100,5,21,211,100
"404",5,549,1.0020171,1.002359,1.001812,1.0026326,101,5,21,211,100
"405",5,550,1.0017437,1.002359,1.001607,1.0024275,24,5,201,100,100
"406",5,551,1.0017437,1.002359,1.001607,1.0024275,124,5,1,101,100
"407",5,552,1.001812,1.002359,1.0017437,1.0024275,100,5,24,101,100
"408",5,553,1.0017437,1.002359,1.0015385,1.0024275,24,5,101,301,100
"409",5,554,1.0017437,1.002359,1.0015385,1.0024275,124,5,1,301,100
"410",5,555,1.0017437,1.002359,1.0015385,1.0024275,24,5,1,305,100
"411",5,556,1.0017437,1.002359,1.0015385,1.0024275,24,5,1,305,100
"412",5,557,1.0017437,1.002359,1.0015385,1.0024275,25,5,1,305,100
"413",5,558,1.0017437,1.002359,1.0015385,1.0024275,25,5,1,305,100
"414",5,560,1.0015385,1.0020856,1.0014701,1.0022907,101,18,201,200,100
"415",5,561,1.0015385,1.001812,1.0014701,1.0020856,1,5,1,21,100
"416",5,562,1.0015385,1.001812,1.0014701,1.0020856,1,5,1,121,100
"417",5,563,1.0015385,1.001812,1.0014701,1.0020856,1,5,1,321,100
"418",5,566,1.001265,1.001607,1.0011966,1.001812,100,2,22,7,100
"419",5,567,1.001265,1.0017437,1.0011966,1.001812,100,110,22,11,100
"420",5,568,1.001265,1.0017437,1.0011966,1.0021539,100,110,21,100,100
"421",5,569,1.001265,1.0017437,1.0011966,1.0021539,100,113,21,100,100
"422",5,570,1.001265,1.0017437,1.0011966,1.0021539,100,313,21,100,100
"423",5,572,1.001265,1.0017437,1.0011966,1.0021539,100,413,21,100,100
"424",5,574,1.001265,1.0017437,1.0011966,1.0020171,100,413,41,4,100
"425",5,575,1.001265,1.0017437,1.0011966,1.0020171,121,413,21,4,100
"426",5,576,1.001265,1.0017437,1.0011966,1.0018804,122,413,21,159,100
"427",5,577,1.001265,1.0017437,1.0011966,1.0018804,222,413,21,159,100
"428",5,578,1.001265,1.0017437,1.0011966,1.0018804,221,413,121,159,100
"429",5,581,1.001265,1.0017437,1.0011966,1.0018804,220,413,121,159,100
"430",5,583,1.001265,1.0017437,1.0011966,1.0018804,220,413,221,159,100
"431",5,584,1.0009232,1.0014018,1.0008547,1.0014701,103,114,200,200,100
"432",5,585,1.000718,1.0014018,1.0006496,1.0016752,2,13,1,4,100
"433",5,586,1.0006496,1.001265,1.0004444,1.0013334,1,105,2,200,100
"434",5,587,1.0006496,1.0011966,1.0004444,1.001265,1,1,2,5,100
"435",5,588,1.0004444,1.0011282,1.0003761,1.0011966,2,200,1,18,100
"436",5,589,1.000171,1.0006496,1.0001025,1.0009232,1,10,1,200,100
"437",5,590,1.0001025,1.0005128,1.0000342,1.0008547,1,18,157,100,100
"438",5,592,1.0000342,1.000718,0.9999658,1.0007863,157,300,102,118,100
"439",5,593,1.0000342,1.0005128,0.9999658,1.000718,157,19,102,300,100
"440",5,594,1.0000342,1.0003077,0.9999658,1.0005128,157,11,102,108,100
"441",5,595,1.0000342,1.0003077,0.9999658,1.0005128,157,11,102,408,100
"442",5,596,1.0000342,1.0005128,0.9999658,1.0008547,157,408,102,100,100
"443",5,597,1.0000342,1.0005128,0.9999658,1.0008547,157,408,102,100,100
"444",11,0,1.0007837,1.0013322,1.0007052,1.0014106,413,10,7,400,100
"445",11,10,1.0007837,1.0013322,1.0007052,1.0014106,413,10,83,400,100
"446",11,13,1.0007837,1.0013322,1.0007052,1.0014106,413,10,83,400,100
"447",11,15,1.0007837,1.0013322,1.0007052,1.0014106,414,10,83,400,100
"448",11,22,1.0007837,1.0013322,1.0007052,1.0014106,314,171,83,400,100
"449",11,23,1.0003918,1.0009403,1.0000783,1.0012538,10,105,6,138,100
"450",11,24,1.0003918,1.0009403,1.0000783,1.0012538,5,116,6,100,100
"451",11,25,1.0003918,1.0009403,1.0000783,1.0012538,5,116,206,100,100
"452",11,26,1.0003918,1.0009403,1.0003134,1.0012538,5,116,45,100,100
"453",11,27,1.0004702,1.0009403,1.0003918,1.0012538,5,111,10,100,100
"454",11,28,1.0003918,1.0009403,1.0003134,1.0012538,5,111,105,100,100
"455",11,29,1.0003918,1.0009403,1.0003134,1.0012538,5,100,5,100,100
"456",11,31,1.0003918,1.0009403,1.0000783,1.0012538,5,100,106,100,100
"457",11,34,1.0003918,1.000862,1.0000783,1.0009403,5,100,106,100,100
"458",11,39,1.0003918,1.000862,1.0003134,1.0009403,5,100,120,100,100
"459",11,42,1.0003918,1.000862,1.0003134,1.0009403,5,102,20,100,100
"460",11,43,1.0003918,1.000862,1.0003134,1.0009403,5,2,20,100,100
"461",11,44,1.0003918,1.0009403,1.0003134,1.0012538,5,100,20,100,100
"462",11,45,1.0003918,1.0009403,1.0003134,1.0012538,117,100,20,100,100
"463",11,46,1.0003918,1.0009403,1.0003134,1.0012538,118,100,20,100,100
"464",11,49,1.0003918,1.0013322,1.0003134,1.0014106,118,160,20,400,100
"465",11,50,1.0003918,1.0012538,1.0003134,1.0013322,118,100,20,160,100
"466",11,53,1.0003918,1.0012538,1.0003134,1.0013322,118,5,20,160,100
"467",11,56,1.0003918,1.0011754,1.0003134,1.0013322,158,5,20,160,100
"468",11,60,1.0003918,1.0011754,1.0003134,1.0013322,158,10,20,160,100
"469",11,62,1.0003918,1.0012538,1.0003134,1.0013322,158,5,20,160,100
"470",11,63,1.0003918,1.0011754,1.0003134,1.0012538,158,5,20,5,100
"471",11,64,1.0003918,1.0010971,1.0003134,1.0013322,158,5,20,160,100
"472",11,66,1.0005486,1.0010971,1.0004702,1.0013322,145,5,65,160,100
"473",11,67,1.0005486,1.0013322,1.0004702,1.0014106,246,160,65,400,100
"474",11,68,1.0005486,1.0013322,1.0004702,1.0014106,246,162,65,400,100
"475",11,71,1.0005486,1.0011754,1.0004702,1.0012538,1,100,60,5,100
"476",11,72,1.0005486,1.0011754,1.0004702,1.0013322,40,5,160,164,100
"477",11,73,1.0005486,1.0011754,1.0004702,1.0013322,42,5,160,164,100
"478",11,74,1.0005486,1.0011754,1.0004702,1.0013322,2,7,160,164,100
"479",11,75,1.0004702,1.0011754,1.0003918,1.0013322,160,8,10,160,100
"480",11,76,1.0005486,1.0011754,1.0004702,1.0013322,5,12,120,160,100
"481",11,77,1.0005486,1.0011754,1.0004702,1.0013322,2,7,225,160,100
"482",11,78,1.0005486,1.0011754,1.0004702,1.0013322,7,12,125,160,100
"483",11,79,1.0005486,1.0011754,1.0004702,1.0013322,6,12,120,160,100
"484",11,83,1.0006269,1.0011754,1.0005486,1.0013322,2,7,6,160,100
"485",11,84,1.0006269,1.0012538,1.0005486,1.0013322,2,100,6,160,100
"486",11,85,1.0006269,1.0012538,1.0005486,1.0013322,1,100,6,160,100
"487",11,87,1.0006269,1.0012538,1.0005486,1.0013322,8,100,6,160,100
"488",11,88,1.0007052,1.0012538,1.0006269,1.0013322,20,100,7,160,100
"489",11,89,1.000862,1.0013322,1.0007052,1.0014106,7,260,20,400,100
"490",11,90,1.000862,1.0013322,1.0007052,1.0014106,6,260,20,400,100
"491",11,92,1.000862,1.0013322,1.0007052,1.0014106,13,260,20,400,100
"492",11,97,1.000862,1.0013322,1.0007052,1.0014106,23,260,20,400,100
"493",11,99,1.000862,1.0013322,1.0007052,1.0014106,23,360,20,400,100
"494",11,109,1.000862,1.0013322,1.0007052,1.0014106,23,260,20,400,100
"495",11,116,1.000862,1.0013322,1.0007837,1.0014106,16,160,7,400,100
"496",11,117,1.000862,1.0013322,1.0007837,1.0014106,6,160,117,400,100
"497",11,118,1.000862,1.0013322,1.0007837,1.0014106,6,160,118,400,100
"498",11,119,1.000862,1.0013322,1.0007837,1.0014106,6,160,18,400,100
"499",11,120,1.000862,1.0013322,1.0007837,1.0014106,6,160,120,400,100
"500",11,121,1.000862,1.0013322,1.0007837,1.0014106,7,160,19,400,100
"501",11,122,1.000862,1.0013322,1.0007837,1.0014106,194,160,7,400,100
"502",11,123,1.000862,1.0014106,1.0007837,1.0014889,194,400,7,104,100
"503",11,124,1.000862,1.0014106,1.0007837,1.0014889,193,400,7,104,100
"504",11,125,1.0009403,1.0014106,1.000862,1.0014889,1,400,195,104,100
"505",11,126,1.0009403,1.0014106,1.000862,1.0014889,3,400,192,104,100
"506",11,127,1.0009403,1.0014106,1.000862,1.0014889,3,400,186,104,100
"507",11,128,1.0009403,1.0014106,1.000862,1.0014889,3,400,186,105,100
"508",11,129,1.0009403,1.0014106,1.000862,1.0014889,187,400,86,105,100
"509",11,130,1.0009403,1.0014106,1.000862,1.0014889,188,400,86,105,100
"510",11,131,1.0009403,1.0014106,1.000862,1.0014889,188,390,186,105,100
"511",11,132,1.0010188,1.0014106,1.0009403,1.0014889,1,468,187,105,100
"512",11,133,1.0010188,1.0014106,1.0009403,1.0014889,3,468,184,105,100
"513",11,135,1.0010188,1.0014106,1.0009403,1.0014889,2,468,110,161,100
"514",11,136,1.0009403,1.0014106,1.000862,1.0014889,84,368,206,161,100
"515",11,138,1.0009403,1.0014106,1.000862,1.0014889,94,468,206,161,100
"516",11,141,1.0009403,1.0014106,1.000862,1.0014889,20,824,106,105,100
"517",11,142,1.0009403,1.0013322,1.000862,1.0014106,21,6,106,724,100
"518",11,143,1.0009403,1.0014106,1.000862,1.0014889,95,824,106,105,100
"519",11,144,1.0009403,1.0014106,1.000862,1.0014889,94,824,106,105,100
"520",11,148,1.0009403,1.0011754,1.000862,1.0014106,94,4,106,824,100
"521",11,149,1.0009403,1.0011754,1.000862,1.0013322,95,4,106,200,100
"522",11,151,1.0009403,1.0011754,1.000862,1.0013322,95,4,106,100,100
"523",11,152,1.0009403,1.0011754,1.000862,1.0013322,95,4,106,360,100
"524",11,155,1.0009403,1.0011754,1.000862,1.0013322,95,4,106,260,100
"525",11,158,1.0009403,1.0011754,1.000862,1.0013322,95,4,106,260,100
"526",11,167,1.0009403,1.0011754,1.000862,1.0013322,95,4,106,260,100
"527",11,173,1.000862,1.0011754,1.0007837,1.0012538,106,200,5,200,100
"528",11,174,1.000862,1.0011754,1.0007837,1.0012538,106,204,5,100,100
"529",11,175,1.0007052,1.0010971,1.0003918,1.0011754,106,100,5,4,100
"530",11,177,1.0007052,1.0010971,1.0003918,1.0011754,103,100,5,4,100
"531",11,178,1.0007052,1.0010971,1.0003918,1.0012538,103,100,5,100,100
"532",11,180,1.0007837,1.0010971,1.0007052,1.0012538,1,140,103,140,100
"533",11,181,1.0007837,1.0010188,1.0007052,1.0012538,23,200,103,140,100
"534",11,183,1.0007837,1.0010188,1.0007052,1.0012538,22,200,100,140,100
"535",11,185,1.0007052,1.0010188,1.0003918,1.0012538,40,200,5,140,100
"536",11,188,1.0007052,1.0010188,1.0003918,1.0012538,40,200,5,100,100
"537",11,194,1.0003918,1.0007052,1.0002351,1.0010188,5,160,1,100,100
"538",11,198,1.0003918,1.0007052,1.0003134,1.0010188,5,160,105,100,100
"539",11,199,1.0003918,1.0007052,1.0003134,1.0010188,5,160,106,100,100
"540",11,204,1.0003918,1.0007052,1.0003134,1.0010188,5,160,146,100,100
"541",11,205,1.0003918,1.0007052,1.0003134,1.0010188,145,160,46,100,100
"542",11,206,1.0003918,1.0007052,1.0003134,1.0010188,145,160,45,100,100
"543",11,208,1.0005486,1.0007052,1.0004702,1.0010188,1,160,40,100,100
"544",11,217,1.0005486,1.0007052,1.0004702,1.000862,1,160,40,104,100
"545",11,218,1.0005486,1.0007052,1.0003918,1.000862,1,160,105,4,100
"546",11,219,1.0005486,1.0007052,1.0003918,1.000862,1,161,105,4,100
"547",11,222,1.0006269,1.000862,1.0005486,1.0010188,100,4,1,100,100
"548",11,223,1.0007837,1.000862,1.0006269,1.0010188,1,4,100,100,100
"549",11,224,1.0007837,1.0010971,1.0007052,1.0012538,1,5,101,153,100
"550",11,227,1.0007837,1.0010971,1.0007052,1.0012538,1,5,1,153,100
"551",11,231,1.0007837,1.0010971,1.0007052,1.0012538,1,9,1,153,100
"552",11,232,1.0007837,1.0010971,1.0005486,1.0012538,1,9,100,153,100
"553",11,233,1.0007837,1.0010971,1.0007052,1.0012538,1,9,101,53,100
"554",11,236,1.0007837,1.0010971,1.0005486,1.0012538,101,9,200,53,100
"555",11,237,1.000862,1.0012538,1.0007837,1.0013322,1,53,100,260,100
"556",11,238,1.0007837,1.0012538,1.0005486,1.0013322,100,53,100,260,100
"557",11,240,1.0007837,1.0012538,1.0005486,1.0013322,100,160,100,340,100
"558",11,242,1.0007837,1.0012538,1.0005486,1.0013322,100,60,100,260,100
"559",11,245,1.0007837,1.0012538,1.0007052,1.0013322,100,60,200,260,100
"560",11,246,1.0007837,1.0012538,1.0007052,1.0013322,100,160,100,260,100
"561",11,247,1.0007837,1.0010971,1.0007052,1.0012538,200,100,100,160,100
"562",11,248,1.0003918,1.0012538,1.0003134,1.0013322,105,353,5,260,100
"563",11,249,1.0004702,1.0012538,1.0003918,1.0013322,100,253,105,260,100
"564",11,252,1.0004702,1.0012538,1.0003918,1.0013322,100,253,105,160,100
"565",11,253,1.0004702,1.0011754,1.0003918,1.0012538,100,7,105,253,100
"566",11,255,1.0003918,1.0011754,1.0003134,1.0012538,105,7,5,253,100
"567",11,256,1.0003918,1.0010971,1.0003134,1.0011754,105,2,5,7,100
"568",11,257,1.0003918,1.0010971,1.0003134,1.0012538,105,9,5,253,100
"569",11,259,1.0003918,1.0010971,1.0003134,1.0012538,5,7,5,253,100
"570",11,260,1.0003918,1.0009403,1.0003134,1.0012538,5,7,5,253,100
"571",11,267,1.0003918,1.0006269,1.0003134,1.0012538,5,7,5,253,100
"572",11,279,1.0003918,1.0006269,1.0003134,1.0012538,5,7,25,253,100
"573",11,280,1.0006269,1.0012538,1.0005486,1.0013322,100,253,20,160,100
"574",11,288,1.0006269,1.0010971,1.0005486,1.0012538,100,100,20,253,100
"575",11,291,1.0005486,1.0010971,1.0003918,1.0012538,20,100,5,253,100
"576",11,300,1.0005486,1.0010971,1.0003918,1.0012538,20,46,5,433,100
"577",11,301,1.0005486,1.0010971,1.0003918,1.0012538,20,6,5,253,100
"578",11,302,1.0005486,1.0010971,1.0003918,1.0012538,21,6,5,253,100
"579",11,306,1.0005486,1.0012538,1.0003918,1.0013322,21,253,5,160,100
"580",11,307,1.0005486,1.0011754,1.0003918,1.0012538,21,6,5,253,100
"581",11,308,1.0005486,1.0011754,1.0003918,1.0012538,1,206,5,153,100
"582",11,309,1.0003918,1.0010971,1.0003134,1.0011754,5,18,6,200,100
"583",11,310,1.0004702,1.0010971,1.0003918,1.0011754,1,18,5,200,100
"584",11,312,1.0003918,1.0010188,1.0003134,1.0010971,5,6,6,12,100
"585",11,314,1.0003918,1.0010188,1.0003134,1.0011754,5,6,6,200,100
"586",11,315,1.0003918,1.0010188,1.0003134,1.0012538,5,16,6,153,100
"587",11,316,1.0004702,1.0010188,1.0003918,1.0012538,1,16,5,153,100
"588",11,318,1.0004702,1.0011754,1.0003918,1.0012538,1,100,5,153,100
"589",11,319,1.0004702,1.0010971,1.0003918,1.0012538,1,8,5,153,100
"590",11,320,1.0004702,1.0010971,1.0003918,1.0012538,1,16,5,153,100
"591",11,321,1.0004702,1.0010971,1.0003918,1.0012538,1,18,5,153,100
"592",11,322,1.0004702,1.0010971,1.0003918,1.0012538,1,18,5,153,100
"593",11,323,1.0004702,1.0010971,1.0003918,1.0012538,2,18,5,153,100
"594",11,324,1.0004702,1.0010971,1.0003918,1.0012538,2,14,5,153,100
"595",11,326,1.0004702,1.0010971,1.0003918,1.0012538,2,16,5,153,100
"596",11,327,1.0004702,1.0011754,1.0003918,1.0012538,1,200,5,153,100
"597",11,328,1.0004702,1.0007052,1.0003918,1.0012538,1,6,5,153,100
"598",11,329,1.0004702,1.0012538,1.0003918,1.0013322,1,253,5,160,100
"599",11,332,1.0003918,1.0011754,1.0003134,1.0012538,5,100,5,153,100
"600",11,333,1.0004702,1.0011754,1.0003918,1.0012538,1,100,5,153,100
"601",11,339,1.0004702,1.0011754,1.0003918,1.0012538,7,100,5,153,100
"602",11,343,1.0004702,1.0011754,1.0003918,1.0012538,1,100,107,153,100
"603",11,345,1.0004702,1.0011754,1.0003918,1.0012538,1,100,7,153,100
"604",11,356,1.0005486,1.0012538,1.0004702,1.0013322,100,53,100,160,100
"605",11,360,1.0005486,1.0012538,1.0004702,1.0013322,100,193,100,340,100
"606",11,362,1.0005486,1.0012538,1.0004702,1.0013322,100,53,100,160,100
"607",11,365,1.0006269,1.0012538,1.0004702,1.0013322,1,48,100,160,100
"608",11,366,1.0006269,1.0012538,1.0004702,1.0013322,2,48,100,160,100
"609",11,367,1.0006269,1.0012538,1.0004702,1.0013322,7,48,206,160,100
"610",11,371,1.0009403,1.0012538,1.000862,1.0013322,1,148,20,160,100
"611",11,372,1.0009403,1.0012538,1.000862,1.0013322,1,148,26,160,100
"612",11,379,1.0009403,1.0012538,1.000862,1.0013322,1,148,26,160,100
"613",11,381,1.0009403,1.0012538,1.000862,1.0013322,1,248,26,160,100
"614",11,386,1.0009403,1.0011754,1.000862,1.0012538,1,4,26,248,100
"615",11,388,1.0009403,1.0012538,1.000862,1.0013322,22,248,6,160,100
"616",11,389,1.0009403,1.0011754,1.000862,1.0012538,22,4,6,248,100
"617",11,390,1.0009403,1.0011754,1.000862,1.0012538,28,5,6,248,100
"618",11,394,1.000862,1.0010971,1.0007052,1.0011754,6,10,100,8,100
"619",11,395,1.000862,1.0011754,1.0007052,1.0012538,6,107,100,48,100
"620",11,398,1.000862,1.0011754,1.0007052,1.0012538,6,107,210,48,100
"621",11,399,1.000862,1.0011754,1.0007837,1.0012538,6,107,40,48,100
"622",11,400,1.0010971,1.0011754,1.0010188,1.0012538,34,107,40,48,100
"623",11,401,1.0012538,1.0014106,1.0010971,1.0014889,110,768,40,165,100
"624",11,402,1.0012538,1.0014106,1.0010971,1.0014889,110,768,140,165,100
"625",11,403,1.0010971,1.0014106,1.000862,1.0014889,40,868,11,165,100
"626",11,404,1.0010971,1.0014106,1.000862,1.0014889,40,869,116,165,100
"627",11,408,1.0010971,1.0014106,1.000862,1.0014889,40,769,116,165,100
"628",11,409,1.0010971,1.0014106,1.000862,1.0014889,40,768,116,165,100
"629",11,414,1.0010971,1.0014106,1.000862,1.0014889,40,769,116,165,100
"630",11,419,1.0010971,1.0014106,1.000862,1.0014889,40,769,111,165,100
"631",11,420,1.0010971,1.0014106,1.000862,1.0014889,40,789,212,245,100
"632",11,426,1.0010971,1.0014106,1.000862,1.0014889,40,788,112,245,100
"633",11,432,1.0010971,1.0014106,1.000862,1.0014889,40,768,112,165,100
"634",11,441,1.0010971,1.0014106,1.000862,1.0014889,40,778,112,165,100
"635",11,442,1.0010971,1.0014106,1.000862,1.0014889,24,778,112,165,100
"636",11,446,1.0010971,1.0014106,1.000862,1.0014889,24,778,12,165,100
"637",11,448,1.0011754,1.0014106,1.000862,1.0014889,22,773,312,165,100
"638",11,450,1.0014106,1.001724,1.0013322,1.0018023,120,1,202,402,100
"639",11,451,1.0015672,1.001724,1.0014106,1.0018023,22,1,101,402,100
"640",11,455,1.0015672,1.001724,1.0014889,1.0018023,28,2,6,402,100
"641",11,464,1.0015672,1.001724,1.0014889,1.0018023,28,1,6,402,100
"642",11,465,1.0015672,1.001724,1.0014889,1.0018023,28,1,12,402,100
"643",11,466,1.0015672,1.0016457,1.0014889,1.0018023,9,1,14,502,100
"644",11,467,1.0015672,1.0016457,1.0014889,1.0018023,17,1,14,502,100
"645",11,468,1.0014106,1.001724,1.0013322,1.0018023,100,233,102,402,100
"646",11,469,1.0013322,1.001724,1.0009403,1.0018023,102,138,102,402,100
"647",11,470,1.0013322,1.001724,1.0009403,1.0018023,102,138,302,402,100
"648",11,474,1.0013322,1.001724,1.0009403,1.0018023,102,138,202,402,100
"649",11,475,1.001724,1.0018023,1.0013322,1.0018808,100,502,302,1002,100
"650",11,476,1.001724,1.0018023,1.0013322,1.0018808,100,502,402,1002,100
"651",11,477,1.001724,1.0018023,1.0013322,1.0018808,100,502,302,1002,100
"652",11,478,1.0014106,1.001724,1.0013322,1.0018023,300,226,302,402,100
"653",11,479,1.0014106,1.001724,1.0013322,1.0018023,100,26,202,400,100
"654",11,480,1.0014106,1.0016457,1.0013322,1.001724,200,6,2,266,100
"655",11,481,1.0014106,1.001724,1.0013322,1.0018023,200,266,2,580,100
"656",11,483,1.0014106,1.0018023,1.0013322,1.0018808,200,680,2,1000,100
"657",11,486,1.0010971,1.0015672,1.0009403,1.0016457,5,100,2,95,100
"658",11,487,1.0010971,1.0015672,1.0009403,1.0016457,5,100,2,95,100
"659",11,488,1.0010971,1.0015672,1.0009403,1.0016457,5,100,102,95,100
"660",11,492,1.0011754,1.0018023,1.0010971,1.0018808,200,680,5,1000,100
"661",11,496,1.0010971,1.0018023,1.0010188,1.0018808,109,780,100,1000,100
"662",11,497,1.0010971,1.0016457,1.0010188,1.0018023,9,106,100,680,100
"663",11,505,1.0010971,1.0016457,1.0010188,1.0018023,9,6,100,680,100
"664",11,507,1.0010971,1.001724,1.0010188,1.0018023,9,205,200,480,100
"665",11,509,1.0010971,1.0016457,1.0009403,1.0018023,9,510,2,480,100
"666",11,511,1.0010971,1.0016457,1.0009403,1.0018023,9,400,2,480,100
"667",11,516,1.0010971,1.0018023,1.0010188,1.0018808,505,780,100,1000,100
"668",11,517,1.0014106,1.0018023,1.0010971,1.0018808,4,780,505,1000,100
"669",11,518,1.0014106,1.0018023,1.0010971,1.0018808,504,680,5,1000,100
"670",11,519,1.0014106,1.0018023,1.0013322,1.0018808,504,680,40,1000,100
"671",11,520,1.0014106,1.0018023,1.0013322,1.0018808,504,595,40,1000,100
"672",11,521,1.0014106,1.0018023,1.0013322,1.0018808,504,500,40,1000,100
"673",11,532,1.0014106,1.0018023,1.0013322,1.0018808,542,500,40,1000,100
"674",11,540,1.0014106,1.001724,1.0013322,1.0018023,542,5,40,440,100
"675",11,555,1.0014106,1.001724,1.0013322,1.0018023,542,205,40,440,100
"676",11,558,1.0014106,1.001724,1.0013322,1.0018023,542,205,40,400,100
"677",11,563,1.0014106,1.001724,1.0011754,1.0018023,142,200,100,400,100
"678",11,564,1.0014106,1.0016457,1.0011754,1.0018023,242,300,100,400,100
"679",11,566,1.0014106,1.0016457,1.0011754,1.0018023,242,300,300,400,100
"680",11,568,1.0014889,1.0016457,1.0014106,1.0018023,1,400,242,400,100
"681",11,574,1.0014106,1.0015672,1.0011754,1.0016457,242,10,200,400,100
"682",11,575,1.0014106,1.0016457,1.0011754,1.0018023,242,400,200,400,100
"683",11,576,1.0014106,1.0016457,1.0011754,1.0018023,242,390,200,400,100
"684",11,581,1.0014106,1.0016457,1.0011754,1.0018023,242,391,200,400,100
